Done,ID / Name,Notes
x,"HL-006 Same verse highlighted twice → no duplicate row, sane result.",PASS — clicking the same colour three times on John 3:16 left exactly ONE row. The route's idempotent create (findHighlight before createHighlight) does its job. Note the neighbouring defect: a DIFFERENT colour on the same verse does duplicate — F-119.
x,"HL-007 Overlapping/partial-verse spans (if supported) → sane; if not supported, not offered.","PASS — partial-verse spans ARE supported and are offered the way the reader's own hint says (select the text, an inline colour toolbar appears). Saved with real offsets: John 3:35 violet span_start=0 span_end=21. Overlapping spans do not corrupt the render — later spans win, which is the documented flattenToSegments behaviour."
x,HL-008 Each colour saves as that colour and renders as that colour.,"PASS — Yellow color selected renders as yellow, correct swatch-to-render mapping"
x,HL-009 Colour contrast: every highlight colour keeps text ≥AA in light AND dark mode.,"FAIL — F-116. Light mode is fine (all 10 colours 11.82-13.84). Dark mode: all 10 colours land 1.69-2.05 against a 4.5 AA floor, because the same bg-<colour>-200/70 wash is reused over a dark page while the text stays light. Measured by canvas compositing and confirmed by looking at a dark-mode screenshot: highlighted text is harder to read than unhighlighted text."
x,HL-010 Highlight mode toggle: aria-pressed + visible (B3).,"PASS — HL button has aria-pressed=""false""/""true"" that correctly toggles on click (verified via DOM), and is visibly indicated (amber fill) when active, both on desktop (1280px) and mobile (375px)."
x,HL-011 Highlight while offline → retry or honest failure; work not silently lost (B4).,"FAIL — F-120. Writes forced to fail (fetch rejected for /api/annotations): the colour paints, the panel starts offering ""clear"" as though it saved, no error/alert/status text appears anywhere, and the highlight is gone after reload. One retry IS attempted (2 POSTs) — the failure after it is what is silent."
x,HL-012 Add a highlight while a clear is still retrying → newer intent wins.,"FAIL — F-121. Clear on John 3:16 with the DELETE held 4s, then immediately pick rose: the POST creates rose, the late DELETE then removes every span on the verse. Final server state empty. Older intent wins; the reader's last action is destroyed with no message."
x,"HL-013 Highlight in two tabs → consistent final state, no corruption.","FAIL — F-119 from the two-tab end. Same verse (John 3:20) highlighted green in tab A and rose in tab B leaves BOTH rows on the server with no reconciliation, and /library/notes then lists John 3:20 twice. Not corruption, but not ""a consistent final state"" either."
x,HL-014 Highlight on mobile → gesture doesn't fight text selection or scroll.,"PASS — At 375px, with HL mode on, word spans carry `user-select: none` (confirmed via computed style) so the tap gesture does not fight native text selection; two-tap gesture completes and shows the sign-in popup, same as desktop; no scroll interference observed."
,HL-015 Highlight + interlinear on → coexist.,"FAIL — Turning on the Greek/Hebrew interlinear view (the ""אα"" button) removes the `[data-tap-word]` spans entirely (confirmed 0 tap targets found while HL mode's aria-pressed stayed ""true""): the highlight gesture has no affordance at all in interlinear mode, silently, with no messaging that it's una"
x,"HL-016 Highlight across a translation switch → anchors to the verse, or documents otherwise.","PASS — and better than the test asks. Whole-verse highlights re-anchor across WEB→KJV (all 13 kept, verse text changes, marks stay on the same verses). Sub-verse spans cannot re-anchor (offsets are translation-specific) and are NOT silently dropped: the verse renders ""Highlighted in KJV."" while you read WEB, and the span returns when you switch back. That is the ""documents otherwise"" branch, handled deliberately."
x,HL-017 50 highlights in one chapter → render performance acceptable.,"PASS — 50 highlights in one chapter (Psalm 119): domInteractive 32ms, loadEventEnd 172ms, all 50 spans painted. Local build, warm cache."
x,HL-018 100+ highlights → still acceptable; record the number.,"PASS — 130 highlights in one chapter (Psalm 119, 176 verses): domInteractive 30ms, loadEventEnd 286ms, all 130 spans painted. Recorded number: 130. Scroll frame-rate NOT measured — requestAnimationFrame does not fire while the browser pane is hidden in this tool."
,HL-019 Highlights visible in the desk pane too.,FAIL — Same root cause as F-099: highlights are not visible in a Desk pane on the same chapter
x,HL-020 Highlights visible in plan/office reading contexts.,"FAIL — F-123. John 3 carries 18 highlights in the reader; the reading-plan panel for ""John 3-4"" renders both chapters (90 verse numbers) with ZERO highlight spans. Same family as F-099 (Desk) and F-109."
x,"HL-021 A highlights list/overview (if present) → complete, links back to verses.","PASS — /library/notes overview list: 20 highlights, complete, color-coded, each links back to its verse"
x,HL-022 Delete a highlight from the overview → reader updates.,FAIL — F-118. There is nothing to delete FROM: /library/notes main content contains zero button elements. Every row is a link back to the reader; the overview cannot remove anything.
x,"HL-023 Highlight a verse with a note on it → both indicators legible, neither hides the other.","PASS — Confirmed live via zoomed screenshot: highlight (olive background) and note-pencil icon both render on the same verse (John 1:1, a real pre-existing highlight), neither hides the other"
,HL-024 Keyboard-only: create and remove a highlight.,"FAIL — With HL mode on, the tappable word spans (`[data-tap-word]`) have no `tabindex` attribute, `tabIndex` of -1/unset, and no ARIA `role`; they are plain non-interactive `<span>`s reachable only by mouse/touch click, not by Tab. Keyboard-only users cannot reach the highlight gesture at all, let a"
,HL-025 Screen reader: is a highlighted verse announced as highlighted?,"BLOCKED-SCREENREADER — needs a real screen reader (owner decision D-5). DOM-level fact recorded for whoever runs it: the highlight span is a plain <span class=""bg-...""> with no role, no aria-label and no visually-hidden text, so on the DOM evidence a highlighted verse is announced identically to an unhighlighted one."
,HL-026 Highlight animation honours `prefers-reduced-motion`.,"PARTIAL — a global @media (prefers-reduced-motion: reduce) block exists, but the specific claim (the highlight paint animation honours it) could not be watched: requestAnimationFrame does not fire while this tool's browser pane is hidden, so no frame capture of the transition is possible. Needs a visible browser."
,"HM-001 Enumerate every tile, rail, link and entry point; append what this misses.","PARTIAL — Signed-out /home has only 2 content blocks (Daily Light devotional card + ""verse of the day"" commentary card w/ 2 voices + ""Read in full"" link) plus the standing sidebar nav; no Continue-reading, Plan, or Office rail is present at all for signed-out state — much thinner than the spec's rai"
,HM-002 Brand-new account → teaches the next step; no empty voids (B1).,"FAIL — Home is identical for this real, active account and a brand-new one — see F-107"
,"HM-003 Returning account → reflects real activity accurately (recent chapters, threads, studies).","FAIL — Home shows only generic devotional content, zero real activity (2 active plans, 19 highlights, 3 studies, 5 Ask threads all absent). Filed as F-107"
x,HM-004 Every entry point goes where its label says; Back returns to home.,"PASS — sampled entry points resolve to sensible routes (Home /home, Bible /read/jhn/3, Ask /ask, Desk /desk, Reading plans /plans, Sign in /auth/sign-in, all Library sub-links); did not exhaustively click every link due to heavy tool/browser contention this session (see note below)."
,"HM-005 ""Continue reading"" rail → resumes the right work at the right place.","NOT-APPLICABLE — no ""Continue reading"" rail is rendered at all for signed-out users (server-tracked history requires an account), so there is nothing to verify resuming to the right place."
